movie_id,movie_name,year,runtime,genre,rating,description,director
tt3223174,GGG: One Night Stab,2013,60 min,"Comedy, Horror",8.1,A foray into the mind of a homicidal maniac who also just happens to do stand up comedy.,Matt Frame
tt4879660,Chudail Ka Badla,2005,,Horror,8.1,Add a Plot,"Raj Mohan, 
Ponnambalam"
tt4914264,Fester,2015,,Horror,8.1,"A troubled and abused youth, Tommy Fester, grows up to become something far more sinister...and deadly.",Emir Skalonja
tt5821244,Firefighter Helmet Cam,2016,60 min,Horror,8.1,Firefighter respond to a false call and he gets trapped in the house.,Mihail Nicolae
tt4497948,Obscenus,2012,78 min,Horror,8.1,"A tent trip in the woods turns out to be a deadly threat for four friends. Jonas, Matthias, Benjamin and Carina noticed too late, what evil power they have evoked.",Nikolai Schwarzl
tt16751496,The History That Haunts Us,2022,153 min,Horror,8.1,"The History That Haunts us follows the story of Brian and Jennifer, Together they must travel back to their hometown and uncover the truth in their town's history that still haunts it to this day.",Creighton Hobbs
tt4158862,Last Summer. Zombie Town,2008,58 min,Horror,8.1,Add a Plot,Viktor Murzikov
tt0292977,Blair Witch WebFest,2000,,Horror,8.1,"Rivaling the most prominent traditional bricks and mortar fan conventions, the Blair Witch WebFest featured live streamed programming and engaging interactive events including participation...                See full summary »",Kim Director
tt2091361,My Horrible Love,2015,74 min,"Comedy, Drama, Horror",8.1,Four foul mouthed family members attempt to settle their differences at a caravan site in Essex.,Charles Edmond
tt15402804,Il bacio,2020,104 min,"Drama, Horror",8.1,"He and She are the personification of love, they live in an ethereal and surreal dimension. Their love becomes hatred and anguish until death.",Pietro Graffeo
tt4262928,The Tartan Horror Story,2009,60 min,Horror,8.1,Add a Plot,"Sandy Jack, 
Stephen Samson"
tt0063522,Rosemary's Baby,1968,137 min,"Drama, Horror",8,"A young couple trying for a baby moves into an aging, ornate apartment building on Central Park West, where they find themselves surrounded by peculiar neighbors.",Roman Polanski
tt0056687,What Ever Happened to Baby Jane?,1962,134 min,"Drama, Horror, Thriller",8,A former child star torments her paraplegic sister in their decaying Hollywood mansion.,Robert Aldrich
tt0010323,The Cabinet of Dr. Caligari,1920,67 min,"Horror, Mystery, Thriller",8,"Hypnotist Dr. Caligari uses a somnambulist, Cesare, to commit murders.",Robert Wiene
tt0012364,The Phantom Carriage,1921,107 min,"Drama, Fantasy, Horror",8,"On New Year's Eve, the driver of a ghostly carriage forces a drunken man to reflect on his selfish, wasted life.",Victor Sjöström
tt0063633,The Cremator,1969,95 min,"Comedy, Crime, Drama",8,"Set in Central Europe during World War II, a demented cremator believes cremation relieves earthly suffering and sets out to save the world.",Juraj Herz
tt3461252,The Blue Elephant,2014,170 min,"Drama, Horror, Mystery",8,"The story of Dr. Yehia, a psychotherapist at Al Abbasia hospital. He works in the department treating the criminally insane, only to find his best friend to be one of the patients. Trying ...                See full summary »",Marwan Hamed
tt10515086,The Blue Elephant 2,2019,130 min,"Crime, Drama, Horror",8,"A meeting with a new inmate in the psychiatric hospital flips Dr. Yehia's life upside down, he prophesies that the death of his entire family is only three days away.",Marwan Hamed
tt0165473,Demons,1971,134 min,"Drama, Horror",8,"After being robbed by a geisha, a ronin warrior carves a bloody path to seek revenge.",Toshio Matsumoto
tt8428550,Canvas,2021,83 min,Horror,8,"When a demon known as 'The Painter' comes to Earth, FBI agent George Rohan finds himself tasked with covering up The Painter's multiplying murders. Meanwhile a journalist, Reila Martin works to unveil George's growing web of lies.",Ryan Guiterman
tt13053618,Casting Kill,2023,80 min,"Drama, Horror, Thriller",8,"An identity fraudster posing as a casting director for a major Hollywood production, preys on actors desperate to win their big break.",James Smith
tt3683440,Deyyam,2021,98 min,Horror,8,This film explores the competing strengths of a father's love and an evil spirit's will to possess.,Ram Gopal Varma
tt2585562,Pizza,2012,127 min,"Horror, Thriller",8,A pizza delivery boy lands in a mysterious circumstance and it works a dramatic change in his life.,Karthik Subbaraj
tt1278060,The Garden of Sinners: Paradox Spiral,2008,114 min,"Animation, Action, Crime",8,A teenage demon hunter uses her mystical powers to investigate supernatural events.,"Takayuki Hirao, 
Takahiro Miura"
tt7598276,Phantom,2018,106 min,"Crime, Horror, Thriller",8,"A young reporter reveals, in search of her first big story, the cruel truth about the legend of the phantom and a 15-year unsolved murder series .",Stephan Taubert
tt12840546,Piggy,2020,,Horror,8,"After going to search for the disappearance of George Pig, the Police Officer has to try to save the world.",Taimullah
tt15978042,The Third Saturday in October,2022,96 min,Horror,8,"When a psycho goes on a murderous rampage after surviving a botched execution, only two survivors of his initial attack can stop him.",Jay Burleson
tt18309986,Blades in the Darkness,2022,,"Action, Horror, Thriller",8,The horror is never ending..,Alex Visani
tt22171470,Septic,2022,82 min,Horror,8,"A young couple who has been trying desperately to have a baby seek an alternative solution to their problem. Unable to afford regular surgery, they agree to have their unorthodox procedure ...                See full summary »",Brian Paulin
tt12829654,The Zompocalypse Therapy Sessions,2022,,"Comedy, Horror",8,An anxious therapist and her awkward clients wrestle to overcome personal issues and zombies.,Blaze Lovejoy
tt0473565,Without Mercy,2005,113 min,Horror,8,"After terrorizing the people of Nodaway County and repeatedly escaping justice for years, the town bully finally meets his demise at the hands of the townspeople of Skidmore, Missouri. ...                See full summary »",Ralph Server
tt12593058,Guiltless,2022,91 min,"Horror, Romance, Thriller",8,"When 16-year old Samantha has the house to herself over the weekend, she plans a romantic night for her and her girlfriend. However, when an intruder makes his way into her home, it's fight or flight on a night that will change her life.",Kevin Schultz
tt7232940,Herobrine Origins: The Movie,2016,113 min,"Animation, Crime, Drama",8,Will Steve learn to control his powers? Or will he kill everyone in the world?,Will Evans
tt10364336,Spirit Animal,2019,,Horror,8,"A group of twenty-something year old's rent a cabin for New Years weekend, ready to party. Little do they know a blood thirsty killer stalks these woods, named Arrav Niktomi. He has many ...                See full summary »",Madeline Deering
tt13775060,LEGO SCP Foundation: Containment Lockdown,2020,54 min,"Action, Horror",8,A Test Subject and a questionable sidekick escape a dangerous laboratory in order to get to the free world.,Starwarsstudio100
tt9013026,This Guest of Summer,,,Horror,8,Add a Plot,"Ben Kellett, 
Graham McTavish"
tt2573870,Locked,2013,95 min,"Horror, Thriller",8,"A high school teen works at a mental hospital and hears, from a patient, of a mysterious lake house. He invites his other high school friends to party at the house. Things go from bad to ...                See full summary »",Eddie Lee Henderson
tt4157484,Bacao,2018,85 min,Horror,8,A woman eager to have children consults a faith healer and is driven to extreme lengths to get to the bottom of her apparent infertility.,Edgardo Vinarao
tt1247432,Take-Away Spirit,2009,,Horror,8,Add a Plot,Sol Clink
tt4396722,Like Lambs,2016,85 min,"Action, Horror, Thriller",8,"When economic Apocalypse strikes America, students at the elite Hopkins House Academy take matters into their own hands by launching an anarchist plot to halt the collapse and save the country.",Ted Marcus
tt10755752,Garo: Under the Moonbow,2019,106 min,"Action, Drama, Fantasy",8,"After the events of Lament of the Dark Dragon, Kouga and Kaoru married and started a family. Kaoru gave birth to the successor of Garo: Raiga Saejima. Unknown to everyone, Raiga's birth ...                See full summary »",Keita Amemiya
tt8764084,Mandao Returns,2020,70 min,"Comedy, Horror",8,"Jay Mandao returns. Christmas is in the air as Jay astral projects back in time to prevent the death of a B-movie star. However, the more Jay and his friends mess with time, the deadlier Christmas becomes.",Scott Dunn
tt6669424,Playing Cards,2017,87 min,Horror,8,"A young woman is torn between her past self, Laura, and the woman she has become, Vivian, when her sadistic family threatens to destroy her only chance at a future.",Stuart G. Robertson
tt13046014,The Fright Before Christmas,2020,,Horror,8,Add a Plot,John Johnson
tt2205625,Soul Walker,2012,92 min,Horror,8,"Un cazador de fantasmas acepta ayudar a la policía a resolver un caso de asesinato, y descubre que su cámara de vídeo le permite ver en otra dimensión, donde los muertos no descansan en paz.",Jean Dubois Morfin
tt8186008,Nomads vs. Zombies,2022,90 min,"Comedy, Horror, Thriller",8,Add a Plot,Otgonzorig Batchuluun
tt3283094,The Art of Killing,2014,,Horror,8,Add a Plot,Gregory W. Brock
tt5644498,At the End of the Tunnel,2018,86 min,"Comedy, Horror",8,"After a near death experience, a man becomes a born again Christian; when he wants to sell a memoir based on his rebirth, an ex girlfriend threatens to expose a damning secret; he must decide to take action, or just pray she doesn't tell.",Claire Wasmund
tt0266435,Curse of the Moon Child,1977,95 min,Horror,8,A man gets caught up in a cult that demands human sacrifice.,"Adam West, 
Sherry Jackson, 
Jeremy Slate"
tt4267606,Cannibals of Carnage,2014,,Horror,8,Add a Plot,Tommy Brunswick
tt7082238,And Then It Goes Dark,2019,,Horror,8,Two people stay at Historic Elm Springs in order to rehearse for their upcoming film only to find that they are not alone.,Austin Cook
tt7509632,The Witch hour: Curse of the ring,2017,,Horror,8,"Sameer along with his girlfriend Natasha and business partner Vikrant land up in a house during a field trip. A strange women visit their house and gifts Natasha a cursed ring,which leads to a horrible chain of events in the house !!.",Anjanikumar Tripathi
tt16435174,Over-Ride 'Narc - Island',2021,,"Drama, Horror, Thriller",8,As a Super Empath is laying in wait on a Caribbean island he is witness to see two of his [Narcissistic] long-time friends and coworkers stealing right from under him. He fed them and their...                See full summary »,Fragrance Francique
tt2837654,Signal Lost,2013,120 min,Horror,8,"In the spring of 2012, a group of five students venture into the forests of Central Florida to film a documentary about a group of modern day gypsies. Very soon, what they come to realize ...                See full summary »",Tim Gallagher
tt1454592,End,2009,85 min,"Adventure, Drama, Fantasy",8,"In the face of an apocalyptic world, father and daughter are forced to grapple with their relationship while facing a pandemic that threatens to eliminate humanity. While the world decays ...                See full summary »",Meg Welch
tt5300680,Doppelgänger III: Deja Vu,2020,79 min,"Drama, Horror, Mystery",8,In 2017 Anna continues to be persecuted by her look-a-like dead two hundred years before. In 1818 investigations into the death of Luigi Bacchi and the infanticide Emma Rigoni are assigned to a new detective.,Gian Guido Zurli
tt9876298,O Segredo de Sara,2020,70 min,"Horror, Thriller",8,Add a Plot,"José Frazão, 
Thiago Greco, 
Humberto Rosa"
tt5655912,Coffee and Blood,2016,,"Comedy, Horror",8,A mysterious woman moves to a small town to open up a coffee-shop reserved for vampires.,David Lussier
tt2219554,Megalomania,2012,66 min,"Drama, Fantasy, Horror",8,"Atom and Eve are consumed by their addictions in a perfect dream world. But when an anonymous stranger calls on them, a darkness begins to enter their lives. Now they can no longer differentiate reality from fantasy.",J.A. Worthington
tt7159092,David,2018,,"Drama, Horror, Thriller",8,"The story revolves around the protagonist, Gautham, his love interest Shreya, and the renowned industrialist Mr. Sharma; it contains four parallel stories that are all connected by one ...                See full summary »","Yogambar Bargav, 
Shreyas Chinga"
tt8763994,Thr33,2016,62 min,Horror,8,Through a series of tape recordings a young girl seeks to find out the truth behind a haunting.,Nicholas J. Hagen
tt1815664,Dead Crazy,2011,90 min,Horror,8,The world is in trouble. A human made infection spreads rapidly. Two people are put together and are in hiding. What is their connection apart from not being infected.,Frank Scantori
tt11252952,Undha..Ledha..?,2017,130 min,"Horror, Thriller",8,"""Sound Kills Without Proof""",A.V. Siva Prasad
